File names of the ground truth images in PHISWID.,Corresponding file names (including directory info) for depth images in the large-scale RGB-D database.
1119room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122103_depth_vi.png
1120room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122414_depth_vi.png
1121room.png,train/HR/03.Classroom/depth_vi/in_03_160126_123607_depth_vi.png
1122room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133800_depth_vi.png
1123room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133815_depth_vi.png
1124room.png,train/HR/03.Classroom/depth_vi/in_03_160126_134038_depth_vi.png
1125room.png,train/HR/03.Classroom/depth_vi/in_03_160126_140241_depth_vi.png
1126room.png,train/HR/03.Classroom/depth_vi/in_03_160215_150655_depth_vi.png
1127room.png,train/HR/03.Classroom/depth_vi/in_03_160220_124508_depth_vi.png
1128room.png,train/HR/03.Classroom/depth_vi/in_03_160220_145439_depth_vi.png
1129room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153237_depth_vi.png
1130room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153525_depth_vi.png
1131room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153618_depth_vi.png
1132room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153949_depth_vi.png
1133room.png,train/HR/03.Classroom/depth_vi/in_03_160220_155238_depth_vi.png
1134room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160253_depth_vi.png
1135room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160606_depth_vi.png
1136room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160815_depth_vi.png
1137room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162734_depth_vi.png
1138room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162806_depth_vi.png
1139room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162852_depth_vi.png
1140room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162933_depth_vi.png
1141room.png,train/HR/03.Classroom/depth_vi/in_03_160220_163501_depth_vi.png
1142room.png,train/HR/03.Classroom/depth_vi/in_03_160220_174212_depth_vi.png
1143room.png,train/HR/04.Church/depth_vi/in_01_160225_154816_depth_vi.png
1144room.png,train/HR/04.Church/depth_vi/in_01_160225_154614_depth_vi.png
1145room.png,train/HR/04.Church/depth_vi/in_01_160225_154653_depth_vi.png
1146room.png,train/HR/04.Church/depth_vi/in_01_160225_154935_depth_vi.png
1147room.png,train/HR/04.Church/depth_vi/in_01_160225_155149_depth_vi.png
1148room.png,train/HR/04.Church/depth_vi/in_01_160225_155305_depth_vi.png
1149room.png,train/HR/04.Church/depth_vi/in_01_160225_160701_depth_vi.png
1150room.png,train/HR/04.Church/depth_vi/in_01_160225_160724_depth_vi.png
1151room.png,train/HR/04.Church/depth_vi/in_01_160225_160818_depth_vi.png
1152room.png,train/HR/04.Church/depth_vi/in_01_160225_160836_depth_vi.png
1153room.png,train/HR/04.Church/depth_vi/in_01_160225_160912_depth_vi.png
1154room.png,train/HR/04.Church/depth_vi/in_01_160225_161034_depth_vi.png
1155room.png,train/HR/04.Church/depth_vi/in_01_160225_161041_depth_vi.png
1156room.png,train/HR/04.Church/depth_vi/in_01_160225_161127_depth_vi.png
1157room.png,train/HR/04.Church/depth_vi/in_01_160225_161241_depth_vi.png
1158room.png,train/HR/04.Church/depth_vi/in_01_160225_162021_depth_vi.png
1159room.png,train/HR/04.Church/depth_vi/in_01_160225_162159_depth_vi.png
1160room.png,train/HR/04.Church/depth_vi/in_01_160225_162527_depth_vi.png
1161room.png,train/HR/04.Church/depth_vi/in_01_160225_162750_depth_vi.png
1162room.png,train/HR/04.Church/depth_vi/in_01_160225_163014_depth_vi.png
1163room.png,train/HR/04.Church/depth_vi/in_01_160225_163240_depth_vi.png
1164room.png,train/HR/04.Church/depth_vi/in_02_160128_130817_depth_vi.png
1165room.png,train/HR/04.Church/depth_vi/in_02_160128_130857_depth_vi.png
1166room.png,train/HR/04.Church/depth_vi/in_02_160128_131011_depth_vi.png
1167room.png,train/HR/04.Church/depth_vi/in_02_160128_131119_depth_vi.png
1168room.png,train/HR/04.Church/depth_vi/in_02_160128_131225_depth_vi.png
1169room.png,train/HR/04.Church/depth_vi/in_02_160128_132101_depth_vi.png
1170room.png,train/HR/04.Church/depth_vi/in_02_160128_132202_depth_vi.png
1171room.png,train/HR/04.Church/depth_vi/in_02_160128_132250_depth_vi.png
1172room.png,train/HR/04.Church/depth_vi/in_02_160128_132331_depth_vi.png
1173room.png,train/HR/04.Church/depth_vi/in_02_160128_132431_depth_vi.png
1174room.png,train/HR/04.Church/depth_vi/in_02_160128_132452_depth_vi.png
1175room.png,train/HR/04.Church/depth_vi/in_02_160128_132605_depth_vi.png
1176room.png,train/HR/04.Church/depth_vi/in_02_160128_132703_depth_vi.png
1177room.png,train/HR/04.Church/depth_vi/in_02_160128_132815_depth_vi.png
1178room.png,train/HR/04.Church/depth_vi/in_02_160128_135527_depth_vi.png
1179room.png,train/HR/04.Church/depth_vi/in_02_160128_135603_depth_vi.png
1180room.png,train/HR/04.Church/depth_vi/in_02_160128_135629_depth_vi.png
1181room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145412_depth_vi.png
1182room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145414_depth_vi.png
1183room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145455_depth_vi.png
1184room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145504_depth_vi.png
1185room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145509_depth_vi.png
1186room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145654_depth_vi.png
1187room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145733_depth_vi.png
1188room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145756_depth_vi.png
1189room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145814_depth_vi.png
1190room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145828_depth_vi.png
1191room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150127_depth_vi.png
1192room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150138_depth_vi.png
1193room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150149_depth_vi.png
1194room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150559_depth_vi.png
1195room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150626_depth_vi.png
1196room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150637_depth_vi.png
1197room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150711_depth_vi.png
1198room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151643_depth_vi.png
1199room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151743_depth_vi.png
1200room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151809_depth_vi.png
1201room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151823_depth_vi.png
1202room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151834_depth_vi.png
1203room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151851_depth_vi.png
1204room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151902_depth_vi.png
1205room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151911_depth_vi.png
1206room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151920_depth_vi.png
1207room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151928_depth_vi.png
1208room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151940_depth_vi.png
1209room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151949_depth_vi.png
1210room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152118_depth_vi.png
1211room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152128_depth_vi.png
1212room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152132_depth_vi.png
1213room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152247_depth_vi.png
1214room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152253_depth_vi.png
1215room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123934_depth_vi.png
1216room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123940_depth_vi.png
1217room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123947_depth_vi.png
1218room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123954_depth_vi.png
1219room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_124029_depth_vi.png
1220room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125038_depth_vi.png
1221room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125047_depth_vi.png
1222room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125103_depth_vi.png
1223room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125238_depth_vi.png
1224room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125331_depth_vi.png
1225room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125540_depth_vi.png
1226room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125543_depth_vi.png
1227room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125546_depth_vi.png
1228room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125555_depth_vi.png
1229room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125638_depth_vi.png
1230room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125653_depth_vi.png
1231room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125657_depth_vi.png
1232room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125702_depth_vi.png
1233room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125707_depth_vi.png
1234room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125709_depth_vi.png
1235room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125713_depth_vi.png
1236room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125729_depth_vi.png
1237room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125807_depth_vi.png
1238room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125818_depth_vi.png
1239room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125825_depth_vi.png
1240room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125829_depth_vi.png
1241room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125851_depth_vi.png
1242room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125932_depth_vi.png
1243room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125957_depth_vi.png
1244room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130003_depth_vi.png
1245room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130007_depth_vi.png
1246room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130012_depth_vi.png
1247room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130017_depth_vi.png
1248room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130201_depth_vi.png
1249room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130429_depth_vi.png
1250room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131525_depth_vi.png
1251room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131628_depth_vi.png
1252room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131630_depth_vi.png
1253room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131913_depth_vi.png
1254room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131929_depth_vi.png
1255room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131948_depth_vi.png
1256room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131953_depth_vi.png
1257room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132022_depth_vi.png
1258room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132051_depth_vi.png
1259room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132059_depth_vi.png
1260room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132105_depth_vi.png
1261room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132132_depth_vi.png
1262room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132136_depth_vi.png
1263room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132140_depth_vi.png
1264room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132156_depth_vi.png
1265room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132209_depth_vi.png
1266room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132218_depth_vi.png
1267room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132238_depth_vi.png
1268room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132300_depth_vi.png
1269room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132312_depth_vi.png
1270room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132321_depth_vi.png
1271room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132326_depth_vi.png
1272room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132330_depth_vi.png
1273room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132333_depth_vi.png
1274room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132336_depth_vi.png
1275room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132340_depth_vi.png
1276room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132347_depth_vi.png
1277room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132353_depth_vi.png
1278room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132354_depth_vi.png
1279room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132359_depth_vi.png
1280room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132405_depth_vi.png
1281room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132412_depth_vi.png
1282room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132421_depth_vi.png
1283room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132425_depth_vi.png
1284room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132804_depth_vi.png
1285room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132810_depth_vi.png
1286room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132817_depth_vi.png
1287room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132823_depth_vi.png
1288room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132826_depth_vi.png
1289room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132830_depth_vi.png
1290room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132834_depth_vi.png
1291room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132850_depth_vi.png
1292room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132905_depth_vi.png
1293room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132932_depth_vi.png
1294room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132934_depth_vi.png
1295room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132940_depth_vi.png
1296room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132945_depth_vi.png
1297room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132950_depth_vi.png
1298room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132956_depth_vi.png
1299room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133004_depth_vi.png
1300room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133009_depth_vi.png
1301room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133015_depth_vi.png
1302room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133020_depth_vi.png
1303room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133026_depth_vi.png
1304room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133034_depth_vi.png
1305room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133039_depth_vi.png
1306room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133044_depth_vi.png
1307room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133051_depth_vi.png
1308room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133055_depth_vi.png
1309room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133059_depth_vi.png
1310room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133110_depth_vi.png
1311room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133113_depth_vi.png
1312room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133116_depth_vi.png
1313room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133122_depth_vi.png
1314room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133124_depth_vi.png
1315room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133128_depth_vi.png
1316room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133134_depth_vi.png
1317room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133135_depth_vi.png
1318room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133138_depth_vi.png
1319room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133140_depth_vi.png
1320room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133141_depth_vi.png
1321room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133146_depth_vi.png
1322room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133150_depth_vi.png
1323room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133153_depth_vi.png
1324room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133156_depth_vi.png
1325room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133201_depth_vi.png
1326room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133207_depth_vi.png
1327room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133211_depth_vi.png
1328room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133224_depth_vi.png
1329room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133227_depth_vi.png
1330room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133231_depth_vi.png
1331room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133235_depth_vi.png
1332room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133238_depth_vi.png
1333room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133241_depth_vi.png
1334room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133243_depth_vi.png
1335room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_133253_depth_vi.png
1336room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141028_depth_vi.png
1337room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141032_depth_vi.png
1338room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141043_depth_vi.png
1339room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141049_depth_vi.png
1340room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141110_depth_vi.png
1341room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141119_depth_vi.png
1342room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141125_depth_vi.png
1343room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141135_depth_vi.png
1344room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141142_depth_vi.png
1345room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141243_depth_vi.png
1346room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141309_depth_vi.png
1347room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141353_depth_vi.png
1348room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141431_depth_vi.png
1349room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141439_depth_vi.png
1350room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141608_depth_vi.png
1351room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141640_depth_vi.png
1352room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141641_depth_vi.png
1353room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141647_depth_vi.png
1354room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141716_depth_vi.png
1355room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141725_depth_vi.png
1356room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141729_depth_vi.png
1357room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141739_depth_vi.png
1358room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141742_depth_vi.png
1359room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141746_depth_vi.png
1360room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141813_depth_vi.png
1361room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141818_depth_vi.png
1362room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141842_depth_vi.png
1363room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141848_depth_vi.png
1364room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141902_depth_vi.png
1365room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141919_depth_vi.png
1366room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141922_depth_vi.png
1367room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141926_depth_vi.png
1368room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141929_depth_vi.png
1369room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_141954_depth_vi.png
1370room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142003_depth_vi.png
1371room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142103_depth_vi.png
1372room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142213_depth_vi.png
1373room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142218_depth_vi.png
1374room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142233_depth_vi.png
1375room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142312_depth_vi.png
1376room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142318_depth_vi.png
1377room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142336_depth_vi.png
1378room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142404_depth_vi.png
1379room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142411_depth_vi.png
1380room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142428_depth_vi.png
1381room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142437_depth_vi.png
1382room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142440_depth_vi.png
1383room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142447_depth_vi.png
1384room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142457_depth_vi.png
1385room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142501_depth_vi.png
1386room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142512_depth_vi.png
1387room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142514_depth_vi.png
1388room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142525_depth_vi.png
1389room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142545_depth_vi.png
1390room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142600_depth_vi.png
1391room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142622_depth_vi.png
1392room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142635_depth_vi.png
1393room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142639_depth_vi.png
1394room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142705_depth_vi.png
1395room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142735_depth_vi.png
1396room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142757_depth_vi.png
1397room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142808_depth_vi.png
1398room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142828_depth_vi.png
1399room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142841_depth_vi.png
1400room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142853_depth_vi.png
1401room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142859_depth_vi.png
1402room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142908_depth_vi.png
1403room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142918_depth_vi.png
1404room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142926_depth_vi.png
1405room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142933_depth_vi.png
1406room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142938_depth_vi.png
1407room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142941_depth_vi.png
1408room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_142954_depth_vi.png
1409room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143000_depth_vi.png
1410room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143003_depth_vi.png
1411room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143022_depth_vi.png
1412room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143029_depth_vi.png
1413room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143045_depth_vi.png
1414room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143054_depth_vi.png
1415room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143128_depth_vi.png
1416room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143206_depth_vi.png
1417room.png,train/HR/01.Warehouse/depth_vi/in_03_160220_143329_depth_vi.png
1418room.png,train/HR/02.Cafe/depth_vi/in_00_160315_165831_depth_vi.png
1419room.png,train/HR/02.Cafe/depth_vi/in_00_160315_170939_depth_vi.png
1420room.png,train/HR/02.Cafe/depth_vi/in_00_160315_170942_depth_vi.png
1421room.png,train/HR/02.Cafe/depth_vi/in_00_160315_171013_depth_vi.png
1422room.png,train/HR/02.Cafe/depth_vi/in_00_160315_171453_depth_vi.png
1423room.png,train/HR/02.Cafe/depth_vi/in_00_160315_171520_depth_vi.png
1424room.png,train/HR/02.Cafe/depth_vi/in_01_160322_134248_depth_vi.png
1425room.png,train/HR/02.Cafe/depth_vi/in_01_160322_134708_depth_vi.png
1426room.png,train/HR/02.Cafe/depth_vi/in_01_160322_140000_depth_vi.png
1427room.png,train/HR/02.Cafe/depth_vi/in_01_160322_140620_depth_vi.png
1428room.png,train/HR/02.Cafe/depth_vi/in_01_160322_141201_depth_vi.png
1429room.png,train/HR/02.Cafe/depth_vi/in_01_160322_141709_depth_vi.png
1430room.png,train/HR/02.Cafe/depth_vi/in_01_160322_142418_depth_vi.png
1431room.png,train/HR/02.Cafe/depth_vi/in_01_160322_142654_depth_vi.png
1432room.png,train/HR/02.Cafe/depth_vi/in_01_160322_142841_depth_vi.png
1433room.png,train/HR/02.Cafe/depth_vi/in_01_160322_143823_depth_vi.png
1434room.png,train/HR/02.Cafe/depth_vi/in_01_160322_144032_depth_vi.png
1435room.png,train/HR/02.Cafe/depth_vi/in_01_160322_144116_depth_vi.png
1436room.png,train/HR/02.Cafe/depth_vi/in_01_160322_144253_depth_vi.png
1437room.png,train/HR/02.Cafe/depth_vi/in_01_160322_144355_depth_vi.png
1438room.png,train/HR/02.Cafe/depth_vi/in_01_160322_144916_depth_vi.png
1439room.png,train/HR/02.Cafe/depth_vi/in_01_160322_145109_depth_vi.png
1440room.png,train/HR/02.Cafe/depth_vi/in_02_160315_140419_depth_vi.png
1441room.png,train/HR/02.Cafe/depth_vi/in_02_160315_150844_depth_vi.png
1442room.png,train/HR/02.Cafe/depth_vi/in_02_160315_150950_depth_vi.png
1443room.png,train/HR/02.Cafe/depth_vi/in_02_160315_151029_depth_vi.png
1444room.png,train/HR/02.Cafe/depth_vi/in_02_160315_151506_depth_vi.png
1445room.png,train/HR/02.Cafe/depth_vi/in_02_160315_152333_depth_vi.png
1446room.png,train/HR/02.Cafe/depth_vi/in_02_160315_153951_depth_vi.png
